ID,Date,Season,Team,Opponent,Venue,Rk_x,G-PK_x,Age_x,W_x,D_x,L_x,GD_x,Pts_x,GF_x,WR_x,Rk_y,G-PK_y,Age_y,W_y,D_y,L_y,GD_y,Pts_y,GF_y,WR_y
91,2020-09-27,2020,Lyn,Avaldsnes,Home,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091
92,2020-09-12,2020,Klepp,LSK Kvinner,Home,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818
93,2020-08-02,2020,Sandviken,Avaldsnes,Away,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091
94,2020-11-01,2020,Avaldsnes,Trondheims-Ørn,Away,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365
95,2020-08-22,2020,LSK Kvinner,Vålerenga,Home,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364
96,2020-08-30,2020,LSK Kvinner,Sandviken,Away,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454
97,2020-09-05,2020,Røa,Klepp,Home,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364
98,2020-08-08,2020,Klepp,Lyn,Home,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182
99,2020-10-17,2020,Sandviken,Røa,Home,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182
100,2020-07-18,2020,Sandviken,Lyn,Home,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182
101,2020-08-26,2020,Kolbotn,LSK Kvinner,Away,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818
102,2020-12-06,2020,Vålerenga,Arna-Bjørnar,Home,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727
103,2020-07-25,2020,Kolbotn,Lyn,Away,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182
104,2020-08-30,2020,Arna-Bjørnar,Trondheims-Ørn,Away,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365
105,2020-07-25,2020,Trondheims-Ørn,Arna-Bjørnar,Away,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727
106,2020-08-22,2020,Klepp,Sandviken,Away,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454
107,2020-07-25,2020,Sandviken,Røa,Away,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182
108,2020-07-11,2020,Trondheims-Ørn,Lyn,Away,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182
109,2020-10-31,2020,Kolbotn,Sandviken,Away,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454
110,2020-08-02,2020,Klepp,Trondheims-Ørn,Away,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365
111,2020-11-15,2020,Røa,Kolbotn,Home,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182
112,2020-08-26,2020,Avaldsnes,Klepp,Away,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364
113,2020-09-26,2020,Røa,LSK Kvinner,Away,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818
114,2020-12-06,2020,Sandviken,Avaldsnes,Home,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091
115,2020-08-26,2020,Sandviken,Arna-Bjørnar,Away,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727
116,2020-08-07,2020,Kolbotn,Vålerenga,Away,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364
117,2020-07-25,2020,Arna-Bjørnar,Trondheims-Ørn,Home,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365
118,2020-08-26,2020,Røa,Trondheims-Ørn,Home,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365
119,2020-07-04,2020,Vålerenga,Sandviken,Away,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454
120,2020-07-19,2020,Kolbotn,Trondheims-Ørn,Away,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365
121,2020-09-05,2020,Klepp,Røa,Away,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182
122,2020-08-09,2020,LSK Kvinner,Arna-Bjørnar,Home,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727
123,2020-12-06,2020,Lyn,LSK Kvinner,Away,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818
124,2020-09-26,2020,Kolbotn,Trondheims-Ørn,Home,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365
125,2020-10-31,2020,Røa,Lyn,Home,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182
126,2020-08-22,2020,Trondheims-Ørn,Avaldsnes,Away,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091
127,2020-08-26,2020,Lyn,Vålerenga,Away,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364
128,2020-07-11,2020,Lyn,Trondheims-Ørn,Home,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365
129,2020-10-03,2020,Sandviken,Klepp,Away,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364
130,2020-07-04,2020,Lyn,Avaldsnes,Away,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091
131,2020-10-18,2020,Arna-Bjørnar,Lyn,Away,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182
132,2020-07-05,2020,Klepp,Kolbotn,Home,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182
133,2020-11-01,2020,LSK Kvinner,Vålerenga,Away,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364
134,2020-11-25,2020,Medkila,Kolbotn,Home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182
135,2020-08-30,2020,Lyn,Klepp,Home,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364
136,2020-07-04,2020,Røa,Arna-Bjørnar,Home,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727
137,2020-09-05,2020,Avaldsnes,Arna-Bjørnar,Away,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727
138,2020-08-08,2020,Lyn,Klepp,Away,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364
139,2020-08-02,2020,Avaldsnes,Sandviken,Home,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454
140,2020-08-15,2020,Arna-Bjørnar,Lyn,Home,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182
141,2020-11-07,2020,Avaldsnes,Klepp,Home,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364
142,2020-11-01,2020,Vålerenga,LSK Kvinner,Home,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818
143,2020-08-26,2020,LSK Kvinner,Kolbotn,Home,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182
144,2020-08-30,2020,Klepp,Lyn,Away,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182
145,2020-08-15,2020,Klepp,Røa,Home,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182
146,2020-12-06,2020,Klepp,Trondheims-Ørn,Home,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365
147,2020-08-07,2020,Røa,Avaldsnes,Home,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091
148,2020-09-12,2020,Vålerenga,Avaldsnes,Away,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091
149,2020-11-25,2020,Kolbotn,Medkila,Away,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,2020-08-26,2020,Trondheims-Ørn,Røa,Away,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182
151,2020-09-06,2020,Kolbotn,Lyn,Home,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182
152,2020-12-06,2020,Arna-Bjørnar,Vålerenga,Away,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364
153,2020-07-03,2020,LSK Kvinner,Trondheims-Ørn,Away,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365
154,2020-07-12,2020,Sandviken,LSK Kvinner,Away,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818
155,2020-11-07,2020,LSK Kvinner,Kolbotn,Away,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182
156,2020-09-05,2020,Trondheims-Ørn,LSK Kvinner,Away,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818
157,2020-08-29,2020,Avaldsnes,Røa,Home,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182
158,2020-07-11,2020,Arna-Bjørnar,Klepp,Home,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364
159,2020-11-01,2020,Trondheims-Ørn,Avaldsnes,Home,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091
160,2020-11-07,2020,Røa,Arna-Bjørnar,Away,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727
161,2020-07-05,2020,Kolbotn,Klepp,Away,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182,3.0,47.0,25.0,14.0,2.0,6.0,29.0,44.0,48.0,0.6363636363636364
162,2020-08-22,2020,Lyn,Røa,Home,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182
163,2020-09-27,2020,Sandviken,Arna-Bjørnar,Home,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727
164,2020-07-04,2020,Sandviken,Vålerenga,Home,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364
165,2020-08-07,2020,Vålerenga,Kolbotn,Home,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182
166,2020-08-22,2020,Vålerenga,LSK Kvinner,Away,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818
167,2020-12-06,2020,LSK Kvinner,Lyn,Home,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182
168,2020-11-07,2020,Vålerenga,Lyn,Away,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182
169,2020-08-30,2020,Sandviken,LSK Kvinner,Home,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818
170,2020-08-30,2020,Kolbotn,Vålerenga,Home,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182,2.0,40.0,25.2,14.0,4.0,4.0,17.0,46.0,41.0,0.6363636363636364
171,2020-09-06,2020,Lyn,Kolbotn,Away,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182
172,2020-07-03,2020,Trondheims-Ørn,LSK Kvinner,Home,7.0,24.0,21.9,8.0,5.0,9.0,4.0,29.0,26.0,0.36363636363636365,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818
173,2020-10-31,2020,Sandviken,Kolbotn,Home,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182
174,2020-08-16,2020,Kolbotn,Sandviken,Home,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454
175,2020-12-06,2020,Avaldsnes,Sandviken,Away,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454
176,2020-10-03,2020,Arna-Bjørnar,LSK Kvinner,Home,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818
177,2020-07-04,2020,Avaldsnes,Lyn,Home,5.0,36.0,24.4,9.0,7.0,6.0,7.0,34.0,40.0,0.4090909090909091,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182
178,2020-08-26,2020,Arna-Bjørnar,Sandviken,Home,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454
179,2020-09-27,2020,Arna-Bjørnar,Sandviken,Away,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454
180,2020-07-17,2020,Røa,LSK Kvinner,Home,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818
181,2020-11-07,2020,Kolbotn,LSK Kvinner,Home,8.0,32.0,21.8,7.0,6.0,9.0,-4.0,27.0,35.0,0.3181818181818182,1.0,44.0,25.3,15.0,5.0,2.0,33.0,50.0,51.0,0.6818181818181818
182,2020-07-04,2020,Arna-Bjørnar,Røa,Away,9.0,26.0,22.4,6.0,5.0,11.0,-15.0,23.0,26.0,0.2727272727272727,6.0,35.0,22.9,7.0,8.0,7.0,5.0,29.0,40.0,0.3181818181818182
183,2020-09-12,2020,Sandviken,Lyn,Away,4.0,40.0,25.3,12.0,4.0,6.0,11.0,40.0,43.0,0.5454545454545454,10.0,22.0,20.1,4.0,8.0,10.0,-14.0,20.0,23.0,0.18181818181818182
